0	0	11
1	1	21
2	3	5
3	5	59
4	8	35
5	9	3
6	10	5
7	12	13
8	13	3
9	15	9
10	17	17
11	19	15
12	20	11
13	22	9
14	23	5
15	25	3
16	27	7
17	28	5
18	29	11
19	30	43
20	31	15
21	32	5
22	34	21
23	35	31
24	36	13
25	37	33
26	39	17
27	40	9
28	41	29
29	44	5
30	46	15
31	47	5
32	48	23
33	50	11
34	52	3
35	53	13
36	54	11
37	56	15
38	58	17
39	59	45
40	60	15
41	61	19
42	62	3
43	63	5
44	64	11
45	65	15
46	66	23
47	67	41
48	69	5
49	70	13
50	72	13
51	73	5
52	75	17
53	76	3
54	77	17
55	78	17
56	79	17
57	80	9
58	81	11
59	84	5
60	85	21
61	87	3
62	88	29
63	89	53
64	90	13
65	91	9
66	92	31
67	93	13
68	94	5
69	95	21
70	96	5
71	97	5
72	98	23
73	101	15
74	102	43
75	104	21
76	106	5
77	107	17
78	108	7
79	110	3
80	112	5
81	113	35
82	114	11
83	117	17
84	118	45
85	119	17
86	120	43
87	121	3
88	124	19
89	129	15
90	130	9
91	131	7
92	132	17
93	133	9
94	134	5
95	135	15
96	136	39
97	137	3
98	138	9
99	139	5
100	141	29
101	142	11
102	143	29
103	144	3
104	145	63
105	146	15
106	148	9
107	149	5
108	151	5
109	152	3
110	153	7
111	155	11
112	156	7
113	158	9
114	160	5
115	161	3
116	162	9
117	163	11
118	164	5
119	165	5
120	166	3
121	169	15
122	170	7
123	171	17
124	172	7
125	173	31
126	174	9
127	175	25
128	176	55
129	177	15
130	179	23
131	182	23
132	183	7
133	186	29
134	188	3
135	190	11
136	192	9
137	193	5
138	195	7
139	196	11
140	197	11
141	198	9
142	199	21
143	202	7
144	203	47
145	204	7
146	205	15
147	206	5
148	208	13
149	209	33
150	211	5
151	212	3
152	214	3
153	215	13
154	216	5
155	219	73
156	220	3
157	223	17
158	226	9
159	227	21
160	229	7
161	230	23
162	231	5
163	232	13
164	233	17
165	235	3
166	237	3
167	239	21
168	241	19
169	242	35
170	243	27
171	244	15
172	246	9
173	247	21
174	249	25
175	250	9
176	251	45
177	252	11
178	256	25
179	257	21
180	258	3
181	259	11
182	260	7
183	262	7
184	263	5
185	264	3
186	265	11
187	266	11
188	269	5
189	270	9
190	271	9
191	272	25
192	273	7
193	275	7
194	276	15
195	277	11
196	278	23
197	282	13
198	284	35
199	285	39
200	287	7
201	288	35
202	289	21
203	290	5
204	292	5
205	293	15
206	295	19
207	296	3
208	297	71
209	298	15
210	300	9
211	303	3
212	304	7
213	305	15
214	306	13
215	307	3
216	308	9
217	309	17
218	310	9
219	311	143
220	314	3
221	315	5
222	316	13
223	318	5
224	319	17
225	320	15
226	322	5
227	323	19
228	324	39
229	325	11
230	326	23
231	327	21
232	328	33
233	330	13
234	331	13
235	332	17
236	333	25
237	334	5
238	335	9
239	338	5
240	339	29
241	341	29
242	342	17
243	344	17
244	345	5
245	346	9
246	350	17
247	351	7
248	352	17
249	353	29
250	354	61
251	357	15
252	358	33
253	359	17
254	364	19
255	366	9
256	367	33
257	368	41
258	369	51
259	370	11
260	371	31
261	372	9
262	374	33
263	376	81
264	377	27
265	378	3
266	380	7
267	383	61
268	384	13
269	385	9
270	386	7
271	387	33
272	388	7
273	389	143
274	390	3
275	391	53
276	392	17
277	394	7
278	396	3
279	397	29
280	399	7
281	400	79
282	401	57
283	404	27
284	405	15
285	406	45
286	407	35
287	408	19
288	409	63
289	410	3
290	411	87
291	412	5
292	413	13
293	414	13
294	416	7
295	417	35
296	418	89
297	419	103
298	420	45
