0	139005	5858
1	152618	5472
2	122161	5084
3	164177	4856
4	154351	4468
5	7444	4196
6	134392	4078
7	166204	3946
8	164247	3606
9	154379	3446
10	162473	3382
11	137607	3228
12	148638	3182
13	154355	3090
14	155248	3072
15	50688	3016
16	85107	3008
17	154372	2988
18	167042	2978
19	162478	2918
20	110	2908
21	38002	2838
22	135258	2778
23	37752	2760
24	154374	2756
25	140906	2712
26	162484	2692
27	162474	2580
28	169136	2540
29	154332	2518
30	136644	2486
31	32129	2432
32	154357	2418
33	3003	2404
34	154333	2394
35	154343	2376
36	76925	2344
37	174362	2330
38	2896	2314
39	37588	2302
40	56295	2282
41	157892	2280
42	3393	2228
43	163978	2216
44	152544	2210
45	154057	2208
46	2428	2184
47	154362	2184
48	155240	2156
49	154348	2154
50	162894	2152
51	157832	2140
52	135274	2136
53	158330	2104
54	167233	2094
55	37986	2092
56	162482	2002
57	37787	1990
58	94030	1980
59	148280	1968
60	167978	1964
61	146921	1940
62	37972	1932
63	27158	1928
64	154344	1914
65	162161	1900
66	124066	1880
67	126316	1880
68	170848	1870
69	148282	1868
70	2362	1842
71	173364	1834
72	1501	1816
73	163653	1816
74	168720	1814
75	154346	1804
76	156411	1800
77	37598	1798
78	171739	1794
79	162496	1788
80	72338	1784
81	146477	1782
82	2409	1782
83	41828	1778
84	28038	1772
85	93083	1764
86	126315	1760
87	67216	1758
88	134297	1744
89	4823	1744
90	2375	1736
91	130744	1732
92	37990	1730
93	154360	1716
94	142158	1708
95	166873	1704
96	149214	1702
97	37853	1692
98	154361	1680
99	163665	1678
100	37775	1676
101	154371	1674
102	124063	1674
103	154353	1670
104	145430	1666
105	120081	1660
106	122160	1656
107	40015	1650
108	4997	1634
109	143581	1634
110	32160	1628
111	2691	1618
112	32147	1614
113	12759	1612
114	141639	1606
115	22244	1602
116	159446	1594
117	37487	1594
118	25587	1588
119	135290	1588
120	169838	1572
121	144674	1566
122	4973	1560
123	156413	1552
124	37428	1550
125	38001	1550
126	166573	1548
127	32120	1538
128	37977	1528
129	19025	1520
130	135272	1516
131	127000	1512
132	43640	1504
133	37619	1498
134	124562	1488
135	145428	1480
136	133336	1474
137	28039	1470
138	145701	1464
139	119546	1462
140	148236	1458
141	155948	1446
142	139145	1444
143	15697	1442
144	2360	1440
145	136632	1438
146	167228	1436
147	169689	1432
148	31472	1430
149	37648	1430
150	2111	1428
151	37656	1428
152	162486	1420
153	148270	1412
154	2706	1410
155	37832	1408
156	4932	1404
157	52951	1402
158	42154	1396
159	10074	1392
160	89300	1384
161	107846	1378
162	37729	1376
163	146471	1376
164	129088	1374
165	162949	1374
166	162467	1372
167	162469	1372
168	139085	1368
169	9513	1364
170	121107	1356
171	37646	1354
172	37975	1346
173	16411	1344
174	2323	1344
175	127801	1342
176	5238	1342
177	163412	1338
178	32214	1332
179	145294	1330
180	2693	1328
181	1627	1328
182	37492	1328
183	142617	1324
184	158239	1322
185	635	1314
186	37915	1314
187	2408	1312
188	162795	1308
189	2423	1306
190	2750	1304
191	2437	1298
192	32248	1296
193	61601	1296
194	62631	1294
195	162480	1288
196	37786	1288
197	154349	1288
198	21239	1282
199	55459	1280
200	159529	1272
201	15647	1262
202	162488	1260
203	90437	1258
204	37685	1258
205	48305	1256
206	141431	1256
207	154334	1254
208	2292	1252
209	170179	1250
210	75026	1250
211	1792	1246
212	120786	1246
213	37427	1238
214	37658	1236
215	163669	1234
216	2838	1232
217	59923	1230
218	24274	1228
219	146469	1228
220	148281	1226
221	13722	1224
222	91889	1224
223	152624	1218
224	122159	1218
225	154365	1218
226	1779	1216
227	154366	1216
228	15375	1214
229	148271	1214
230	37583	1210
231	1849	1208
232	37940	1198
233	1948	1196
234	37767	1196
235	164890	1196
236	151739	1196
237	37705	1194
238	37599	1192
239	143076	1192
240	145700	1190
241	37952	1188
242	120225	1188
243	146490	1188
244	9407	1186
245	155946	1186
246	37958	1182
247	94116	1178
248	37519	1174
249	89290	1166
250	21571	1166
251	37865	1166
252	25088	1164
253	95913	1164
254	118118	1162
255	162477	1162
256	21548	1160
257	135277	1160
258	118472	1156
259	141644	1156
260	105826	1152
261	9476	1150
262	154381	1148
263	126999	1148
264	154641	1144
265	32302	1142
266	135302	1142
267	164240	1142
268	37634	1140
269	9579	1138
270	2730	1134
271	2352	1130
272	1822	1126
273	2906	1126
274	37941	1126
275	126312	1126
276	60129	1122
277	32264	1120
278	167594	1118
279	69154	1116
280	37721	1114
281	104328	1112
282	14027	1112
283	32267	1110
284	72984	1110
285	79072	1106
286	59307	1106
287	2172	1106
288	133570	1106
289	85981	1104
290	134366	1100
291	156211	1100
292	2466	1098
293	37472	1098
294	37999	1098
295	22513	1094
296	116902	1094
297	154364	1092
298	26834	1088
299	4990	1088
300	37497	1086
301	37631	1084
302	135300	1084
303	37944	1080
304	37669	1076
305	3498	1074
306	154382	1074
307	43509	1070
308	120084	1068
309	37575	1068
310	26336	1066
311	90866	1066
312	160932	1066
313	37758	1064
314	132411	1064
315	114949	1064
316	109401	1062
317	103853	1060
318	135279	1060
319	152619	1054
320	135255	1054
321	119547	1052
322	2170	1048
323	154396	1042
324	11035	1040
325	142618	1040
326	146473	1038
327	142605	1034
328	37789	1034
329	155971	1034
330	160928	1034
331	162472	1032
332	146476	1030
333	55109	1030
334	37759	1024
335	164153	1024
336	135312	1022
337	1846	1018
338	2698	1014
339	37439	1014
340	154661	1008
341	2943	1002
342	2609	1000
343	120783	1000
344	173444	1000
345	1920	998
346	46960	996
347	67092	994
348	4916	994
349	160938	988
350	2321	988
351	37464	986
352	136643	986
353	53220	986
354	98923	986
355	131149	984
356	124064	982
357	3130	980
358	108198	980
359	162468	980
360	78354	980
361	163860	980
362	67001	978
363	22723	976
364	37938	974
365	93485	972
366	154368	968
367	172370	966
368	1965	966
369	2407	964
370	133781	964
371	167834	964
372	2524	962
373	2431	962
374	9424	962
375	136065	962
376	37696	958
377	37675	958
378	174102	958
379	32231	956
380	155249	956
381	152616	956
382	87277	954
383	4936	952
384	120086	952
385	127796	950
386	27117	948
387	37776	948
388	66589	948
389	166210	948
390	120785	948
391	29824	946
392	37950	944
393	37688	944
394	168009	942
395	160015	942
396	2890	940
397	51060	940
398	7491	940
399	169650	938
400	56968	936
401	148268	936
402	34349	934
403	32273	934
404	125706	934
405	4935	934
406	43172	932
407	9516	932
408	90864	932
409	119540	930
410	120224	928
411	2467	926
412	3506	926
413	32234	926
414	46982	926
415	160935	926
416	154384	924
417	94178	924
418	154388	924
419	18589	922
420	125948	922
421	1576	920
422	151165	920
423	162481	920
424	131067	920
425	164220	920
426	163208	920
427	32266	918
428	11916	918
429	120082	918
430	145431	918
431	63909	916
432	122218	914
433	41121	914
434	147640	914
435	82359	912
436	154321	912
437	1891	910
438	154347	908
439	150021	906
440	96091	906
441	108575	906
442	169267	904
443	37854	902
444	151747	902
445	166356	902
446	2220	900
447	28731	900
448	37571	900
449	124325	900
450	3193	898
451	108732	898
452	13174	896
453	2812	896
454	136247	896
455	156503	896
456	160934	896
457	37883	894
458	41709	894
459	165897	894
460	141637	892
461	168805	892
462	61606	890
463	37939	888
464	126313	888
465	155238	888
466	107123	884
467	167980	884
468	136625	882
469	37956	882
470	2406	880
471	145834	880
472	19023	880
473	165549	880
474	36518	878
475	9720	876
476	113091	876
477	55743	876
478	3114	876
479	107118	876
480	109217	876
481	10618	874
482	120083	874
483	102253	874
484	144675	872
485	121084	870
486	168003	868
487	13858	868
488	167974	868
489	166350	866
490	166352	864
491	77353	864
492	139003	862
493	79222	862
494	76181	862
495	93984	862
496	2085	860
497	146491	858
498	37514	856
499	97364	856
500	866	854
501	9722	854
502	142608	854
503	151663	854
504	72767	852
505	1147	850
506	14562	850
507	1897	850
508	135294	850
509	135314	850
510	25705	850
511	134847	850
512	13574	848
513	104927	846
514	14059	844
515	73159	844
516	26176	842
517	69957	842
518	125480	842
519	32226	840
520	19850	840
521	32244	838
522	174397	836
523	70456	836
524	59722	836
525	147425	836
526	135311	836
527	1341	836
528	124564	834
529	139604	834
530	146475	832
531	37976	832
532	43880	832
533	162476	832
534	9474	830
535	1946	830
536	110812	830
537	27671	828
538	37587	828
539	95546	826
540	46227	824
541	167987	824
542	75587	824
543	1289	822
544	73682	822
545	136396	822
546	38442	820
547	17606	820
548	150635	820
549	134301	820
550	151651	820
551	24357	818
552	2513	818
553	160937	818
554	166185	818
555	105402	818
556	123177	818
557	3504	816
558	156412	816
559	9690	814
560	139004	814
561	2439	812
562	24969	812
563	155244	812
564	3191	810
565	154350	806
566	145427	806
567	116371	806
568	23798	804
569	37287	804
570	11123	804
571	170882	804
572	136639	804
573	32269	802
574	37578	802
575	61567	802
576	23460	800
577	163666	800
578	140527	800
579	163680	798
580	148266	798
581	135286	798
582	15475	798
583	104237	798
584	23847	796
585	18570	796
586	23342	796
587	91841	796
588	13399	794
589	3110	794
590	36635	792
591	3157	792
592	140088	792
593	2175	790
594	160931	790
595	37501	790
596	124349	790
597	142614	790
598	72522	788
599	3433	786
600	166890	786
601	85348	786
602	159530	786
603	136645	784
604	148276	784
605	146919	782
606	37942	782
607	162087	782
608	16593	780
609	2438	780
610	146472	780
611	87112	778
612	35216	776
613	42717	776
614	49281	774
615	37692	774
616	158026	774
617	164851	774
618	1824	772
619	169544	772
620	67896	772
621	61040	772
622	2811	772
623	153455	772
624	99869	770
625	107119	768
626	167991	768
627	157684	766
628	136443	766
629	94836	766
630	152527	766
631	94925	764
632	160171	764
633	118029	762
634	104617	762
635	64486	762
636	8755	760
637	3076	760
638	37618	760
639	37783	760
640	155636	760
641	32235	758
642	138986	758
643	140059	758
644	52960	758
645	2331	758
646	9545	756
647	42084	756
648	37455	756
649	39815	756
650	61562	756
651	155247	756
652	109440	756
653	16847	754
654	42151	754
655	116897	754
656	154324	754
657	134294	754
658	120610	752
659	134377	752
660	12980	752
661	95956	752
662	24890	750
663	40238	750
664	2493	750
665	57995	750
666	3093	750
667	154320	748
668	73920	748
669	2822	748
670	145437	746
671	54444	746
672	32220	744
673	4982	744
674	120793	744
675	119548	744
676	112436	742
677	2430	740
678	37574	740
679	5024	740
680	37984	740
681	134394	740
682	2297	738
683	107988	738
684	136664	738
685	32138	736
686	2133	736
687	135309	736
688	164670	736
689	26031	734
690	5221	734
691	25381	734
692	37727	734
693	167229	734
694	168482	734
695	58682	732
696	168005	732
697	76079	732
698	146196	732
699	15943	730
700	25706	728
701	2539	728
702	37457	728
703	167992	728
704	38063	726
705	45513	726
706	159574	726
707	37945	726
708	136638	726
709	10519	724
710	37576	724
711	68307	724
712	163702	724
713	2348	722
714	37577	722
715	110872	722
716	142606	722
717	125886	722
718	37670	720
719	75852	720
720	51026	718
721	32194	716
722	22098	716
723	146486	716
724	147456	714
725	9470	712
726	37507	712
727	135288	712
728	148275	712
729	1488	710
730	32243	710
731	37954	710
732	103568	710
733	37701	710
734	154378	710
735	59721	708
736	95165	708
737	154342	708
738	131110	708
739	158890	706
740	3267	706
741	77940	706
742	146488	706
743	13341	704
744	21030	704
745	99543	704
746	69367	704
747	154335	704
748	123228	704
749	131700	704
750	22775	702
751	137650	702
752	100209	702
753	109635	702
754	2946	700
755	2070	700
756	171553	700
757	104165	700
758	2578	698
759	38754	698
760	9030	698
761	3111	698
762	37640	698
763	75856	698
764	62560	698
765	10076	696
766	25740	696
767	77424	696
768	907	696
769	126322	696
770	124891	696
771	20891	694
772	2118	694
773	52645	694
774	155899	694
775	145436	694
776	1060	692
777	15840	692
778	41191	692
779	2704	690
780	2217	690
781	155242	690
782	43406	690
783	72410	690
784	37697	688
785	2433	688
786	66454	688
787	108525	688
788	2229	686
789	82403	686
790	37506	686
791	21173	684
792	139227	684
793	163836	684
794	61725	684
795	152621	684
796	97428	684
797	111373	682
798	60404	680
799	13985	680
800	2427	680
801	10184	680
802	134470	680
803	37424	680
804	33979	680
805	126735	680
806	151333	680
807	1887	678
808	44936	678
809	110126	678
810	13553	676
811	28792	676
812	2834	676
813	19457	676
814	61643	676
815	139002	676
816	1817	674
817	52941	674
818	9399	674
819	143580	674
820	74792	674
821	148278	674
822	32149	672
823	107113	672
824	11980	670
825	107884	670
826	23564	670
827	10075	670
828	167990	668
829	37935	668
830	113331	668
831	905	668
832	15818	666
833	3303	666
834	168764	666
835	9503	666
836	9905	666
837	24891	666
838	18200	664
839	135298	664
840	130783	664
841	154376	664
842	154328	664
843	70884	662
844	130940	662
845	164250	660
846	62633	660
847	160853	660
848	118163	660
849	2441	658
850	160721	658
851	164243	658
852	2568	658
853	56456	658
854	37686	658
855	14777	656
856	131317	656
857	37490	656
858	37968	656
859	9464	654
860	12685	654
861	9455	654
862	24854	654
863	81160	654
864	154327	654
865	53089	654
866	152924	654
867	37784	654
868	172564	652
869	83172	652
870	99577	652
871	23266	650
872	32245	650
873	3335	650
874	158251	650
875	150025	650
876	154356	650
877	164234	648
878	2523	646
879	27011	646
880	22680	646
881	5022	646
882	137200	646
883	37987	646
884	154322	644
885	92827	644
886	37431	644
887	163694	644
888	124551	644
889	47028	644
890	142616	644
891	117834	644
892	119557	642
893	107291	642
894	163527	642
895	167966	642
896	168527	642
897	2497	640
898	20767	640
899	12776	640
900	65721	640
901	142611	640
902	862	638
903	107803	638
904	2503	638
905	944	638
906	4917	638
907	154523	638
908	128095	638
909	44938	638
910	100354	638
911	3128	638
912	874	636
913	91580	636
914	85523	636
915	79521	636
916	154383	636
917	3004	634
918	2333	634
919	37459	634
920	170876	634
921	114944	634
922	126314	634
923	135825	632
924	43506	632
925	171428	632
926	76837	630
927	27661	630
928	10025	630
929	141615	630
930	157353	630
931	135283	630
932	97367	630
933	3517	628
934	89989	628
935	4907	628
936	161020	628
937	111181	628
938	135303	628
939	163664	628
940	32142	626
941	3489	626
942	104804	626
943	4867	626
944	93497	626
945	151655	626
946	143584	626
947	156410	626
948	145505	624
949	3069	624
950	161858	624
951	135293	624
952	37676	624
953	163959	624
954	1108	624
955	162565	624
956	161187	624
957	2089	622
958	37667	622
959	171278	622
960	51138	622
961	52955	622
962	2694	620
963	2684	620
964	19026	620
965	3061	620
966	89510	620
967	2429	620
968	120271	620
